image,class_label,language
images/training/forged\gesetz-000809-bin.png,forged,de
images/training/forged\gesetz-000810-bin.png,forged,de
images/training/forged\gesetz-000811-bin.png,forged,de
images/training/forged\gesetz-000812-bin.png,forged,de
images/training/forged\gesetz-000813-bin.png,forged,de
images/training/forged\gesetz-000814-bin.png,forged,de
images/training/forged\gesetz-000815-bin.png,forged,de
images/training/forged\gesetz-000816-bin.png,forged,de
images/training/forged\gesetz-000817-bin.png,forged,de
images/training/forged\gesetz-000818-bin.png,forged,de
images/training/forged\gesetz-000819-bin.png,forged,de
images/training/forged\gesetz-000820-bin.png,forged,de
images/training/forged\gesetz-000821-bin.png,forged,de
images/training/forged\gesetz-000822-bin.png,forged,de
images/training/forged\gesetz-000823-bin.png,forged,de
images/training/forged\gesetz-000824-bin.png,forged,de
images/training/forged\gesetz-000825-bin.png,forged,de
images/training/forged\gesetz-000826-bin.png,forged,de
images/training/forged\gesetz-000827-bin.png,forged,de
images/training/forged\gesetz-000828-bin.png,forged,de
images/training/forged\gesetz-000829-bin.png,forged,de
images/training/forged\gesetz-000830-bin.png,forged,de
images/training/forged\gesetz-000831-bin.png,forged,de
images/training/forged\gesetz-000832-bin.png,forged,de
images/training/forged\gesetz-000833-bin.png,forged,de
images/training/forged\gesetz-000834-bin.png,forged,de
images/training/forged\gesetz-000835-bin.png,forged,de
images/training/forged\gesetz-000836-bin.png,forged,de
images/training/forged\gesetz-000837-bin.png,forged,de
images/training/forged\gesetz-000838-bin.png,forged,de
images/training/forged\gesetz-000839-bin.png,forged,de
images/training/forged\gesetz-000840-bin.png,forged,de
images/training/forged\gesetz-000841-bin.png,forged,de
images/training/forged\gesetz-000842-bin.png,forged,de
images/training/forged\gesetz-000843-bin.png,forged,de
images/training/forged\gesetz-000844-bin.png,forged,de
images/training/forged\gesetz-000845-bin.png,forged,de
images/training/forged\gesetz-000846-bin.png,forged,de
images/training/forged\gesetz-000847-bin.png,forged,de
images/training/forged\gesetz-000848-bin.png,forged,de
images/training/forged\gesetz-000849-bin.png,forged,de
images/training/forged\gesetz-000850-bin.png,forged,de
images/training/forged\gesetz-000851-bin.png,forged,de
images/training/forged\gesetz-000852-bin.png,forged,de
images/training/forged\gesetz-000853-bin.png,forged,de
images/training/forged\gesetz-000854-bin.png,forged,de
images/training/forged\gesetz-000855-bin.png,forged,de
images/training/forged\gesetz-000856-bin.png,forged,de
images/training/forged\gesetz-000857-bin.png,forged,de
images/training/forged\gesetz-000858-bin.png,forged,de
images/training/forged\gesetz-000859-bin.png,forged,de
images/training/forged\gesetz-000860-bin.png,forged,de
images/training/forged\gesetz-000861-bin.png,forged,de
images/training/forged\gesetz-000862-bin.png,forged,de
images/training/forged\gesetz-000863-bin.png,forged,de
images/training/forged\gesetz-000864-bin.png,forged,de
images/training/forged\gesetz-000865-bin.png,forged,de
images/training/forged\gesetz-000866-bin.png,forged,de
images/training/forged\gesetz-000867-bin.png,forged,de
images/training/forged\gesetz-000868-bin.png,forged,de
images/training/forged\gesetz-000869-bin.png,forged,de
images/training/forged\gesetz-000870-bin.png,forged,de
images/training/forged\gesetz-000871-bin.png,forged,de
images/training/forged\gesetz-000872-bin.png,forged,de
images/training/forged\gesetz-000873-bin.png,forged,de
images/training/forged\gesetz-000874-bin.png,forged,de
images/training/forged\gesetz-000875-bin.png,forged,de
images/training/forged\gesetz-000876-bin.png,forged,de
images/training/forged\gesetz-000877-bin.png,forged,de
images/training/forged\gesetz-000878-bin.png,forged,de
images/training/forged\gesetz-000879-bin.png,forged,de
images/training/forged\gesetz-000880-bin.png,forged,de
images/training/forged\gesetz-000881-bin.png,forged,de
images/training/forged\gesetz-000882-bin.png,forged,de
images/training/forged\gesetz-000883-bin.png,forged,de
images/training/forged\gesetz-000884-bin.png,forged,de
images/training/forged\gesetz-000885-bin.png,forged,de
images/training/forged\gesetz-000886-bin.png,forged,de
images/training/forged\gesetz-000887-bin.png,forged,de
images/training/forged\gesetz-000888-bin.png,forged,de
images/training/forged\gesetz-000889-bin.png,forged,de
images/training/forged\gesetz-000890-bin.png,forged,de
images/training/forged\gesetz-000891-bin.png,forged,de
images/training/forged\gesetz-000892-bin.png,forged,de
images/training/forged\gesetz-000893-bin.png,forged,de
images/training/forged\gesetz-000894-bin.png,forged,de
images/training/forged\gesetz-000895-bin.png,forged,de
images/training/forged\gesetz-000896-bin.png,forged,de
images/training/forged\gesetz-000897-bin.png,forged,de
images/training/forged\gesetz-000898-bin.png,forged,de
images/training/forged\gesetz-000899-bin.png,forged,de
images/training/forged\gesetz-000900-bin.png,forged,de
images/training/forged\gesetz-000901-bin.png,forged,de
images/training/forged\gesetz-000902-bin.png,forged,de
images/training/forged\gesetz-000903-bin.png,forged,de
images/training/forged\gesetz-000904-bin.png,forged,de
images/training/forged\gesetz-000905-bin.png,forged,de
images/training/forged\gesetz-000906-bin.png,forged,de
images/training/forged\gesetz-000907-bin.png,forged,de
images/training/forged\gesetz-000908-bin.png,forged,de
images/training/forged\gesetz-000909-bin.png,forged,de
images/training/forged\gesetz-000910-bin.png,forged,de
images/training/forged\gesetz-000911-bin.png,forged,de
images/training/forged\gesetz-000912-bin.png,forged,de
images/training/forged\gesetz-000913-bin.png,forged,de
images/training/forged\gesetz-000914-bin.png,forged,de
images/training/forged\gesetz-000915-bin.png,forged,de
images/training/forged\gesetz-000916-bin.png,forged,de
images/training/forged\gesetz-000917-bin.png,forged,de
images/training/forged\gesetz-000918-bin.png,forged,de
images/training/forged\gesetz-000919-bin.png,forged,de
images/training/forged\gesetz-000920-bin.png,forged,de
images/training/forged\gesetz-000921-bin.png,forged,de
images/training/forged\gesetz-000922-bin.png,forged,de
images/training/forged\gesetz-000923-bin.png,forged,de
images/training/forged\gesetz-000924-bin.png,forged,de
images/training/forged\gesetz-000925-bin.png,forged,de
images/training/forged\gesetz-000926-bin.png,forged,de
images/training/forged\gesetz-000927-bin.png,forged,de
images/training/forged\gesetz-000928-bin.png,forged,de
images/training/forged\gesetz-000929-bin.png,forged,de
images/training/forged\gesetz-000930-bin.png,forged,de
images/training/forged\gesetz-000931-bin.png,forged,de
images/training/forged\gesetz-000932-bin.png,forged,de
images/training/forged\gesetz-000933-bin.png,forged,de
images/training/forged\gesetz-000934-bin.png,forged,de
images/training/forged\gesetz-000935-bin.png,forged,de
images/training/forged\gesetz-000936-bin.png,forged,de
images/training/forged\gesetz-000937-bin.png,forged,de
images/training/forged\gesetz-000938-bin.png,forged,de
images/training/forged\gesetz-000939-bin.png,forged,de
images/training/forged\gesetz-000940-bin.png,forged,de
images/training/forged\gesetz-000941-bin.png,forged,de
images/training/forged\gesetz-000942-bin.png,forged,de
images/training/forged\gesetz-000943-bin.png,forged,de
images/training/forged\gesetz-000944-bin.png,forged,de
images/training/forged\gesetz-000945-bin.png,forged,de
images/training/forged\gesetz-000946-bin.png,forged,de
images/training/forged\gesetz-000947-bin.png,forged,de
images/training/forged\gesetz-000948-bin.png,forged,de
images/training/forged\gesetz-000949-bin.png,forged,de
images/training/forged\gesetz-000950-bin.png,forged,de
images/training/forged\gesetz-000951-bin.png,forged,de
images/training/forged\gesetz-000952-bin.png,forged,de
images/training/forged\gesetz-000953-bin.png,forged,de
images/training/forged\gesetz-000954-bin.png,forged,de
images/training/forged\gesetz-000955-bin.png,forged,de
images/training/forged\gesetz-000956-bin.png,forged,de
images/training/forged\gesetz-000957-bin.png,forged,de
images/training/forged\gesetz-000958-bin.png,forged,de
images/training/forged\gesetz-000959-bin.png,forged,de
images/training/forged\gesetz-000960-bin.png,forged,de
images/training/forged\gesetz-000961-bin.png,forged,de
images/training/forged\gesetz-000962-bin.png,forged,de
images/training/forged\gesetz-000963-bin.png,forged,de
images/training/forged\gesetz-000964-bin.png,forged,de
images/training/forged\gesetz-000965-bin.png,forged,de
images/training/forged\gesetz-000966-bin.png,forged,de
images/training/forged\gesetz-000967-bin.png,forged,de
images/training/forged\gesetz-000968-bin.png,forged,de
images/training/forged\gesetz-000969-bin.png,forged,de
images/training/forged\gesetz-000970-bin.png,forged,de
images/training/forged\gesetz-000971-bin.png,forged,de
images/training/forged\gesetz-000972-bin.png,forged,de
images/training/forged\gesetz-000973-bin.png,forged,de
images/training/forged\gesetz-000974-bin.png,forged,de
images/training/forged\gesetz-000975-bin.png,forged,de
images/training/forged\gesetz-000976-bin.png,forged,de
images/training/forged\gesetz-000977-bin.png,forged,de
images/training/forged\gesetz-000978-bin.png,forged,de
images/training/forged\gesetz-000979-bin.png,forged,de
images/training/forged\gesetz-000980-bin.png,forged,de
images/training/forged\gesetz-000981-bin.png,forged,de
images/training/forged\gesetz-000982-bin.png,forged,de
images/training/forged\gesetz-000983-bin.png,forged,de
images/training/forged\gesetz-000984-bin.png,forged,de
images/training/forged\gesetz-000985-bin.png,forged,de
images/training/forged\gesetz-000986-bin.png,forged,de
images/training/forged\gesetz-000987-bin.png,forged,de
images/training/forged\gesetz-000988-bin.png,forged,de
images/training/forged\gesetz-000989-bin.png,forged,de
images/training/forged\gesetz-000990-bin.png,forged,de
images/training/forged\gesetz-000991-bin.png,forged,de
images/training/forged\gesetz-000992-bin.png,forged,de
images/training/forged\gesetz-000993-bin.png,forged,de
images/training/forged\gesetz-000994-bin.png,forged,de
images/training/forged\gesetz-000995-bin.png,forged,de
images/training/forged\gesetz-000996-bin.png,forged,de
images/training/forged\gesetz-000997-bin.png,forged,de
images/training/forged\gesetz-000998-bin.png,forged,de
images/training/forged\gesetz-000999-bin.png,forged,de
images/training/forged\gesetz-001000-bin.png,forged,de
images/training/forged\gesetz-001001-bin.png,forged,de
images/training/forged\gesetz-001002-bin.png,forged,de
images/training/forged\gesetz-001003-bin.png,forged,de
images/training/forged\gesetz-001004-bin.png,forged,de
images/training/forged\gesetz-001005-bin.png,forged,de
images/training/forged\gesetz-001006-bin.png,forged,de
images/training/forged\gesetz-001007-bin.png,forged,de
images/training/forged\gesetz-001008-bin.png,forged,de
images/training/forged\gesetz-001009-bin.png,forged,de
images/training/forged\gesetz-001010-bin.png,forged,de
images/training/forged\gesetz-001011-bin.png,forged,de
images/training/forged\gesetz-001012-bin.png,forged,de
images/training/forged\gesetz-001013-bin.png,forged,de
images/training/forged\gesetz-001014-bin.png,forged,de
images/training/forged\gesetz-001015-bin.png,forged,de
images/training/forged\gesetz-001016-bin.png,forged,de
images/training/forged\gesetz-001017-bin.png,forged,de
images/training/forged\gesetz-001018-bin.png,forged,de
images/training/forged\gesetz-001019-bin.png,forged,de
images/training/forged\gesetz-001020-bin.png,forged,de
images/training/forged\gesetz-001021-bin.png,forged,de
images/training/forged\gesetz-001022-bin.png,forged,de
images/training/forged\gesetz-001023-bin.png,forged,de
